life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_tier
61.1,6.29,10.19,3832.0,0.5523,Medium
76.1,13.43,14.09,15492.0,0.8248,Very High
69.1,14.42,12.1,53390.0,0.8495,Very High
83.4,15.0,18.0,39237.0,0.974,Very High
67.1,12.42,14.48,15260.0,0.7533,High
66.1,8.14,13.76,11709.0,0.6998,Medium
58.6,7.43,13.34,7913.0,0.6117,Medium
53.4,6.41,7.39,4119.0,0.4882,Low
51.9,7.26,9.03,2391.0,0.4747,Low
47.4,9.2,9.04,1677.0,0.4583,Low
66.3,12.34,11.86,6800.0,0.6809,Medium
53.4,6.92,10.85,2739.0,0.5033,Low
59.1,4.8,8.58,3212.0,0.4915,Low
51.7,4.1,7.11,1085.0,0.3916,Low
66.2,12.33,11.98,16053.0,0.7405,High
70.8,12.82,18.0,33936.0,0.8443,Very High
25.8,1.86,1.68,448.0,0.1576,Low
80.1,11.66,16.1,17263.0,0.8391,Very High
85.0,13.27,18.0,41621.0,0.9371,Very High
65.7,7.93,10.03,7554.0,0.6355,Medium
72.9,15.0,14.76,24762.0,0.8513,Very High
71.1,13.62,11.47,13388.0,0.7577,High
59.6,6.69,5.89,3734.0,0.5089,Low
40.4,2.65,4.92,1791.0,0.3068,Low
72.8,12.41,13.56,19786.0,0.7973,High
25.9,2.16,1.93,379.0,0.1463,Low
71.0,12.83,13.73,22812.0,0.8059,Very High
81.6,14.07,15.36,29264.0,0.9059,Very High
57.1,5.8,6.92,3667.0,0.4875,Low
39.6,6.33,5.92,534.0,0.3077,Low
51.9,9.31,13.99,5472.0,0.5839,Medium
61.6,11.13,14.65,10565.0,0.6972,Medium
62.8,9.38,11.26,4211.0,0.6108,Medium
28.4,3.52,4.17,307.0,0.1651,Low
73.0,8.66,13.42,14720.0,0.7514,High
50.7,7.97,7.62,3515.0,0.5007,Low
67.3,10.15,14.4,13338.0,0.712,High
26.2,1.55,1.13,314.0,0.1283,Low
30.7,4.48,0.86,295.0,0.1737,Low
33.9,2.65,6.13,502.0,0.2493,Low
80.4,10.79,13.18,29843.0,0.8322,Very High
73.8,12.29,14.48,32161.0,0.8218,Very High
20.9,1.64,4.65,268.0,0.0594,Low
70.8,8.5,13.05,7396.0,0.7067,High
73.6,13.31,16.09,28839.0,0.8402,Very High
29.3,1.56,0.0,409.0,0.1022,Low
70.4,12.96,12.62,12462.0,0.7576,High
46.5,4.37,7.44,778.0,0.3407,Low
77.4,11.86,17.07,53016.0,0.9046,Very High
53.7,6.67,8.67,3016.0,0.5039,Low
56.1,8.16,9.38,3120.0,0.5398,Low
46.2,6.32,7.08,1023.0,0.3803,Low
40.1,3.35,5.68,1092.0,0.314,Low
39.5,5.35,3.57,590.0,0.2994,Low
45.3,6.21,9.32,2438.0,0.4297,Low
61.4,9.93,9.63,8962.0,0.6485,Medium
83.5,11.55,12.52,13797.0,0.819,Very High
41.8,6.66,8.38,2673.0,0.422,Low
71.4,13.41,15.01,17077.0,0.8109,Very High
79.4,11.96,17.34,34398.0,0.8956,Very High
71.7,6.65,10.28,6937.0,0.6271,Medium
54.8,8.17,7.51,8591.0,0.5412,Low
65.4,8.65,12.44,8852.0,0.6783,Medium
38.1,0.0,0.83,592.0,0.1075,Low
39.1,7.19,7.18,749.0,0.3288,Low
47.3,7.84,6.45,1188.0,0.4052,Low
41.5,5.99,10.0,1172.0,0.3916,Low
65.5,10.36,11.22,17041.0,0.7045,High
57.2,9.5,11.48,9546.0,0.623,Medium
85.0,13.73,15.91,29121.0,0.9265,Very High
37.5,4.89,4.1,167.0,0.1764,Low
57.6,8.44,10.12,4582.0,0.5647,Medium
49.1,6.37,9.25,1379.0,0.4408,Low
75.9,12.08,16.26,12219.0,0.8118,Very High
85.0,15.0,18.0,52118.0,0.9816,Very High
42.0,5.6,8.29,905.0,0.3653,Low
32.3,0.55,1.4,161.0,0.0907,Low
46.4,7.8,9.92,2431.0,0.4802,Low
51.7,10.13,10.66,7718.0,0.5735,Medium
47.5,4.45,7.37,833.0,0.3755,Low
49.7,7.08,8.79,2506.0,0.4651,Low
48.0,4.64,8.6,1831.0,0.4045,Low
67.4,12.22,15.01,11389.0,0.7469,High
27.5,1.09,4.86,355.0,0.1526,Low
40.4,5.0,4.99,1165.0,0.3216,Low
73.1,10.67,11.18,15123.0,0.735,High
58.8,10.9,13.09,4798.0,0.6432,Medium
71.8,14.6,17.15,17340.0,0.8339,Very High
48.4,5.52,8.47,2199.0,0.4179,Low
56.8,7.41,10.35,3628.0,0.5439,Low
37.1,2.68,0.84,684.0,0.2254,Low
53.1,8.78,8.58,5618.0,0.5371,Low
49.6,6.35,7.59,895.0,0.3905,Low
36.7,3.49,1.76,434.0,0.2071,Low
43.0,5.76,3.99,1504.0,0.3683,Low
38.7,4.05,5.53,1085.0,0.307,Low
43.4,7.19,4.67,594.0,0.3193,Low
41.6,4.62,6.35,1386.0,0.3557,Low
51.8,7.26,7.52,1397.0,0.4474,Low
53.2,6.13,4.13,1175.0,0.3978,Low
71.0,12.25,13.53,13336.0,0.7583,High
61.7,9.14,11.48,7328.0,0.632,Medium
34.3,5.43,3.0,290.0,0.2218,Low
41.9,1.48,4.64,433.0,0.2411,Low
32.6,2.75,4.9,2054.0,0.2802,Low
85.0,15.0,18.0,75000.0,0.9995,Very High
57.3,6.39,9.08,6335.0,0.5616,Medium
55.4,7.37,7.06,8148.0,0.5459,Low
26.5,0.78,0.0,108.0,0.0265,Low
45.7,5.26,9.4,1945.0,0.4334,Low
80.1,14.56,15.09,25731.0,0.8798,Very High
43.4,6.7,6.25,952.0,0.3804,Low
73.9,12.36,18.0,11383.0,0.8247,Very High
42.0,7.62,8.38,828.0,0.372,Low
56.1,6.7,6.67,3576.0,0.4951,Low
73.2,11.34,16.07,11707.0,0.7873,High
47.6,8.89,8.51,2103.0,0.4689,Low
40.8,8.71,9.36,1704.0,0.436,Low
72.1,14.32,15.15,22622.0,0.8332,Very High
85.0,12.89,18.0,65017.0,0.9539,Very High
79.5,14.31,15.38,33224.0,0.896,Very High
46.3,5.96,5.25,1796.0,0.4005,Low
63.4,10.96,12.67,9598.0,0.7015,High
47.5,7.7,4.39,759.0,0.3673,Low
70.2,12.01,18.0,47275.0,0.8583,Very High
45.1,3.79,7.24,1198.0,0.3615,Low
68.4,13.56,12.86,20153.0,0.7778,High
54.0,7.12,6.44,2192.0,0.4436,Low
44.9,6.0,8.0,1844.0,0.4063,Low
39.7,2.86,4.54,485.0,0.2573,Low
66.6,8.3,12.52,15634.0,0.6964,Medium
20.0,3.43,4.56,301.0,0.0003,Low
70.2,10.09,13.19,8793.0,0.7269,High
76.0,12.5,14.73,44302.0,0.8586,Very High
70.1,10.94,11.72,12681.0,0.7215,High
81.9,8.58,18.0,27958.0,0.8639,Very High
75.4,13.35,17.27,31414.0,0.8745,Very High
59.4,9.63,12.52,6961.0,0.6311,Medium
61.8,10.34,13.86,6914.0,0.6854,Medium
38.0,4.3,6.04,551.0,0.2704,Low
45.0,6.21,6.74,1945.0,0.4009,Low
51.6,9.23,6.01,7300.0,0.5353,Low
55.4,9.71,8.97,6785.0,0.5833,Medium
66.7,11.63,17.0,12683.0,0.7534,High
51.4,9.74,13.26,4635.0,0.5967,Medium
64.7,14.95,14.98,25521.0,0.7997,High
30.6,1.66,0.46,269.0,0.1159,Low
42.0,4.62,7.37,632.0,0.3275,Low
55.7,11.06,9.73,6385.0,0.6256,Medium
41.7,6.98,9.91,1683.0,0.4128,Low
75.1,12.67,11.53,7457.0,0.7335,High
33.1,4.54,4.33,1073.0,0.2744,Low
50.0,7.33,10.8,1606.0,0.4931,Low
62.4,12.42,16.6,10930.0,0.7411,High
79.8,13.37,13.92,17640.0,0.8396,Very High
75.3,10.07,13.05,18283.0,0.7801,High
39.0,5.08,7.63,1831.0,0.3451,Low
52.5,6.5,7.32,3284.0,0.4739,Low
46.2,7.78,4.91,1513.0,0.3844,Low
43.7,9.26,8.43,2456.0,0.454,Low
61.2,11.96,14.73,4519.0,0.6602,Medium
70.9,12.78,13.16,32341.0,0.7882,High
73.3,11.13,13.52,21014.0,0.7925,High
77.7,13.35,15.64,38100.0,0.8945,Very High
65.9,9.74,12.53,10633.0,0.6926,Medium
45.0,11.18,6.01,3431.0,0.4649,Low
61.4,11.58,13.19,7508.0,0.6917,Medium
43.5,7.21,8.45,2931.0,0.4631,Low
81.4,15.0,17.57,41550.0,0.9511,Very High
57.8,8.23,10.51,10657.0,0.6113,Medium
69.6,10.34,17.12,22454.0,0.7967,High
70.4,9.52,14.5,27630.0,0.7842,High
75.1,11.73,11.99,15430.0,0.7767,High
39.7,4.65,8.95,892.0,0.3477,Low
59.1,7.64,4.27,1654.0,0.4611,Low
54.2,7.88,9.15,4048.0,0.5262,Low
39.0,4.77,4.73,597.0,0.2756,Low
52.0,8.57,8.62,5069.0,0.5325,Low
70.4,9.12,10.78,12666.0,0.7042,High
68.1,11.39,9.98,8237.0,0.6712,Medium
42.2,3.49,6.64,524.0,0.2928,Low
39.3,6.85,9.79,2810.0,0.4208,Low
78.4,14.23,14.48,16358.0,0.8418,Very High
43.6,6.53,4.3,931.0,0.3594,Low
75.5,12.96,12.11,31225.0,0.8409,Very High
67.1,9.55,12.83,4050.0,0.653,Medium
63.1,9.66,11.79,9945.0,0.6866,Medium
48.0,3.37,1.69,864.0,0.2905,Low
49.6,5.91,4.44,2582.0,0.4169,Low
40.9,5.5,7.35,2460.0,0.3873,Low
76.7,10.38,15.34,20706.0,0.8115,Very High
80.4,12.27,14.35,28236.0,0.8651,Very High
41.4,6.32,8.11,1787.0,0.393,Low
82.0,13.44,15.53,34914.0,0.8902,Very High
65.9,10.75,13.05,17431.0,0.7312,High
20.0,2.98,0.03,158.0,0.0122,Low
54.4,8.37,9.0,1088.0,0.4401,Low
78.9,12.65,14.1,27580.0,0.8695,Very High
50.8,6.93,7.55,2717.0,0.4763,Low
24.8,2.01,0.0,269.0,0.0881,Low
79.1,12.01,14.15,19186.0,0.8334,Very High
50.0,11.33,10.51,2071.0,0.5309,Low
57.5,5.4,8.52,2611.0,0.4915,Low
30.8,2.5,4.03,1032.0,0.2348,Low
68.9,9.29,15.35,12124.0,0.7462,High
49.3,6.81,9.53,2120.0,0.4693,Low
53.2,7.19,11.34,1429.0,0.4733,Low
85.0,13.77,18.0,57573.0,0.9719,Very High
44.7,7.8,7.85,1215.0,0.3888,Low
59.4,9.16,8.24,7001.0,0.5965,Medium
59.8,11.86,11.6,5839.0,0.6421,Medium
73.6,15.0,17.41,47127.0,0.9044,Very High
33.7,0.49,7.02,574.0,0.2338,Low
52.8,8.23,6.75,2640.0,0.474,Low
36.0,0.22,3.04,114.0,0.0772,Low
57.9,7.4,7.01,1096.0,0.4498,Low
49.6,7.05,8.33,2454.0,0.4664,Low
62.0,9.36,10.99,4593.0,0.6159,Medium
69.2,8.68,13.27,8186.0,0.7105,High
57.2,9.43,13.12,2800.0,0.5846,Medium
72.1,10.24,15.47,14943.0,0.7897,High
47.9,7.5,6.87,1084.0,0.4225,Low
29.3,0.09,1.62,269.0,0.1085,Low
43.0,5.48,6.26,583.0,0.3044,Low
53.6,10.77,8.1,2938.0,0.5336,Low
43.3,9.02,6.83,889.0,0.376,Low
52.4,5.43,5.08,3175.0,0.4664,Low
43.2,5.34,7.29,3877.0,0.4116,Low
79.6,12.18,15.32,21670.0,0.8377,Very High
57.1,11.46,7.61,4079.0,0.5468,Low
70.6,9.84,11.24,8693.0,0.6849,Medium
74.5,13.85,16.7,26930.0,0.8701,Very High
33.8,4.02,6.44,450.0,0.2581,Low
52.0,6.17,8.6,5578.0,0.4998,Low
57.7,5.86,11.32,5785.0,0.5776,Medium
56.9,7.09,6.91,4381.0,0.5172,Low
65.8,14.26,12.41,7125.0,0.7145,High
25.6,3.04,3.6,333.0,0.1485,Low
41.0,7.12,9.39,963.0,0.3947,Low
64.0,8.01,14.31,6478.0,0.6572,Medium
39.8,3.41,5.05,449.0,0.249,Low
67.4,13.49,13.14,22532.0,0.7908,High
75.7,10.97,17.58,30647.0,0.8627,Very High
51.2,6.89,7.77,3081.0,0.4782,Low
57.0,7.63,11.54,7189.0,0.6056,Medium
48.8,8.43,8.41,2644.0,0.4602,Low
51.0,8.44,13.0,3251.0,0.548,Low
35.7,4.51,3.08,415.0,0.2382,Low
66.1,10.91,13.17,6345.0,0.6726,Medium
42.9,3.84,4.86,482.0,0.2655,Low
63.9,12.67,14.43,11908.0,0.7477,High
51.3,6.52,11.8,2969.0,0.5242,Low
55.3,11.11,8.6,15295.0,0.6449,Medium
31.7,0.0,2.99,298.0,0.128,Low
48.1,4.82,5.52,1036.0,0.3653,Low
64.0,12.18,11.25,6552.0,0.6782,Medium
51.3,9.79,11.9,2494.0,0.5187,Low
48.4,8.46,8.21,4029.0,0.5006,Low
73.5,10.99,13.73,13342.0,0.7707,High
43.7,5.33,8.73,2732.0,0.4324,Low
60.6,8.82,8.77,4941.0,0.577,Medium
42.7,4.56,6.19,875.0,0.3459,Low
58.3,12.9,10.57,17360.0,0.6936,Medium
66.9,12.24,14.17,8422.0,0.7463,High
57.1,9.84,9.24,5052.0,0.5901,Medium
68.1,9.93,10.78,7885.0,0.6781,Medium
70.5,12.6,12.4,26815.0,0.7826,High
56.6,7.06,10.31,5757.0,0.5514,Medium
65.8,8.83,16.53,17868.0,0.7626,High
51.2,7.96,9.73,2174.0,0.5015,Low
43.2,4.21,4.06,431.0,0.2684,Low
55.6,6.96,9.85,5474.0,0.547,Low
77.0,10.42,17.87,34698.0,0.8703,Very High
32.1,4.82,2.08,738.0,0.2171,Low
85.0,13.28,16.92,65639.0,0.9588,Very High
36.7,6.21,5.64,748.0,0.3111,Low
59.9,7.64,9.33,3135.0,0.5551,Medium
45.9,6.26,9.04,1954.0,0.431,Low
68.9,10.47,12.43,10680.0,0.7332,High
66.6,10.96,15.04,9073.0,0.7362,High
54.9,8.69,13.35,2688.0,0.5529,Medium
71.3,12.09,16.09,28134.0,0.817,Very High
82.0,12.83,15.85,51605.0,0.9269,Very High
70.2,11.49,14.78,11552.0,0.756,High
49.6,8.76,7.3,7222.0,0.5198,Low
63.3,7.66,13.98,4934.0,0.6342,Medium
48.9,6.96,7.05,2853.0,0.4657,Low
45.8,5.13,11.0,924.0,0.4072,Low
45.7,4.53,4.12,1287.0,0.3439,Low
45.3,8.62,8.95,2794.0,0.4489,Low
49.5,6.48,4.32,1767.0,0.4139,Low
68.8,14.09,12.63,6525.0,0.7219,High
67.2,11.39,11.33,16871.0,0.7339,High
53.7,7.19,6.33,2001.0,0.459,Low
40.9,4.56,7.68,889.0,0.3608,Low
47.6,7.65,6.71,1601.0,0.4488,Low
81.3,15.0,16.33,72613.0,0.9592,Very High
39.8,4.05,5.11,1018.0,0.296,Low
68.0,10.98,15.65,11304.0,0.7375,High
59.1,6.69,11.17,3813.0,0.5635,Medium
75.2,13.74,16.92,21384.0,0.8557,Very High
25.7,0.0,1.75,298.0,0.0777,Low
48.8,7.13,10.71,2718.0,0.4857,Low
68.0,8.58,11.6,23443.0,0.7224,High
41.3,4.87,3.71,709.0,0.2942,Low
53.5,7.72,8.73,2092.0,0.4859,Low
30.2,0.78,3.01,272.0,0.134,Low
32.7,4.39,3.41,381.0,0.21,Low
66.2,6.36,10.66,12567.0,0.6435,Medium
65.9,10.33,12.87,10207.0,0.7049,High
51.8,9.18,5.08,4359.0,0.483,Low
68.3,11.58,11.83,6541.0,0.6964,Medium
72.4,9.76,12.65,30234.0,0.7742,High
61.0,8.52,9.95,7494.0,0.6031,Medium
55.6,10.46,9.44,3452.0,0.56,Medium
42.0,5.79,6.57,702.0,0.3462,Low
60.0,10.63,11.36,2727.0,0.5989,Medium
33.0,6.54,2.94,385.0,0.2309,Low
40.3,4.99,5.62,1147.0,0.3247,Low
46.7,5.7,7.58,1024.0,0.3729,Low
35.7,2.41,6.75,409.0,0.2304,Low
61.9,5.77,10.42,5198.0,0.5702,Medium
60.5,9.18,8.3,10005.0,0.6152,Medium
32.8,0.03,2.36,384.0,0.132,Low
47.0,5.61,8.68,1795.0,0.4351,Low
65.2,6.12,9.19,6266.0,0.5881,Medium
39.1,5.56,4.33,1688.0,0.3104,Low
64.7,10.25,12.08,15362.0,0.7089,High
73.3,9.97,15.34,22221.0,0.8055,Very High
50.7,8.87,6.32,2399.0,0.4762,Low
63.3,7.92,10.52,5748.0,0.6155,Medium
49.4,7.38,9.79,3221.0,0.4944,Low
42.6,4.28,6.08,683.0,0.3151,Low
36.5,5.35,2.47,733.0,0.2655,Low
33.0,2.23,4.03,298.0,0.1849,Low
75.5,11.23,12.18,31873.0,0.8035,Very High
62.3,5.4,10.24,6160.0,0.5839,Medium
82.1,15.0,18.0,51822.0,0.9804,Very High
46.4,9.24,7.81,1745.0,0.4461,Low
43.8,6.87,7.86,1132.0,0.3798,Low
54.2,8.1,8.95,3723.0,0.5169,Low
31.1,3.39,3.54,549.0,0.2143,Low
76.4,12.71,13.7,20493.0,0.8305,Very High
61.5,8.05,17.19,8710.0,0.6892,Medium
39.4,2.1,5.21,402.0,0.2428,Low
31.6,5.65,5.41,359.0,0.2211,Low
52.9,6.31,8.85,1446.0,0.4333,Low
51.5,4.98,8.13,2225.0,0.4416,Low
33.0,4.46,5.53,373.0,0.2457,Low
84.2,13.75,14.17,38073.0,0.9132,Very High
36.7,0.57,4.75,308.0,0.192,Low
52.4,6.57,10.7,4041.0,0.5331,Low
46.7,5.75,9.66,1889.0,0.4295,Low
35.1,3.5,1.72,409.0,0.203,Low
27.6,2.4,0.62,218.0,0.1153,Low
69.1,14.52,13.38,35451.0,0.8211,Very High
48.6,5.97,8.53,1853.0,0.4424,Low
43.4,3.92,6.51,863.0,0.3444,Low
58.4,9.74,7.73,3668.0,0.5534,Medium
74.7,13.59,17.99,36821.0,0.877,Very High
44.7,4.62,6.45,620.0,0.3285,Low
57.0,8.06,9.37,2496.0,0.5204,Low
67.2,10.1,12.6,10496.0,0.7067,High
50.7,7.31,12.53,8430.0,0.5639,Medium
59.4,11.32,10.33,3027.0,0.5926,Medium
71.2,11.83,18.0,20100.0,0.8388,Very High
25.9,2.86,0.71,280.0,0.1176,Low
36.1,2.47,2.91,842.0,0.2189,Low
85.0,14.87,15.19,66155.0,0.9693,Very High
71.6,9.69,14.79,14001.0,0.7578,High
45.4,9.33,7.41,1592.0,0.4407,Low
53.2,11.0,12.25,2836.0,0.5771,Medium
64.9,11.22,11.73,8608.0,0.6826,Medium
79.4,13.38,17.8,75000.0,0.9479,Very High
60.5,8.8,9.4,6281.0,0.5895,Medium
46.4,6.88,10.47,2654.0,0.4734,Low
39.1,4.73,7.41,616.0,0.3102,Low
74.2,13.22,14.68,33747.0,0.8513,Very High
68.3,11.66,13.11,11826.0,0.7466,High
78.7,12.12,16.68,47011.0,0.8892,Very High
34.5,6.33,5.78,672.0,0.2889,Low
60.7,8.13,12.83,4810.0,0.6187,Medium
70.4,10.17,15.29,12862.0,0.7521,High
74.1,13.47,16.44,34826.0,0.8598,Very High
73.5,12.31,15.2,17766.0,0.7954,High
61.1,6.29,8.39,10683.0,0.5836,Medium
85.0,13.16,16.58,66068.0,0.9757,Very High
64.0,6.24,9.42,5227.0,0.5688,Medium
72.5,11.3,14.75,15245.0,0.7889,High
69.7,12.07,17.63,27209.0,0.8083,Very High
60.0,9.5,10.85,3723.0,0.596,Medium
72.6,10.64,9.67,15688.0,0.7166,High
61.2,8.63,9.46,4625.0,0.5828,Medium
57.1,13.29,14.65,13294.0,0.7111,High
32.2,5.27,1.64,234.0,0.158,Low
79.9,13.28,18.0,68053.0,0.9809,Very High
38.4,5.14,2.16,458.0,0.2407,Low
60.6,8.39,10.06,2289.0,0.5549,Medium
81.4,11.8,18.0,75000.0,0.9601,Very High
48.2,4.92,8.75,1706.0,0.426,Low
78.0,8.8,14.83,29843.0,0.8028,Very High
55.0,8.08,10.52,2093.0,0.5189,Low
47.2,4.57,10.14,919.0,0.3751,Low
60.9,10.11,7.8,4628.0,0.5832,Medium
54.5,12.66,10.66,7038.0,0.6428,Medium
61.1,10.4,6.36,4771.0,0.5639,Medium
61.0,7.89,9.31,4415.0,0.5647,Medium
73.1,9.96,12.37,25543.0,0.7915,High
62.2,11.31,11.12,7753.0,0.6622,Medium
47.2,3.87,7.13,1152.0,0.3608,Low
68.2,13.45,15.98,26526.0,0.8273,Very High
80.0,15.0,17.01,54307.0,0.9442,Very High
80.2,14.45,17.33,39662.0,0.9037,Very High
54.1,8.44,6.06,1742.0,0.4531,Low
75.6,11.96,14.33,9301.0,0.796,High
62.1,8.49,5.26,3498.0,0.5336,Low
27.9,2.86,5.66,220.0,0.1686,Low
37.6,3.73,8.62,1832.0,0.3406,Low
38.7,7.09,7.54,728.0,0.3371,Low
55.5,7.28,14.71,2672.0,0.5594,Medium
66.3,14.42,12.79,50048.0,0.8184,Very High
39.5,6.82,7.55,1047.0,0.3618,Low
71.2,10.42,13.63,15313.0,0.7464,High
30.4,1.24,3.22,264.0,0.1572,Low
75.8,12.87,13.66,45120.0,0.867,Very High
50.1,7.1,10.84,7081.0,0.5413,Low
49.7,6.13,7.7,1122.0,0.4131,Low
55.8,6.41,8.11,3882.0,0.5082,Low
64.4,8.99,12.18,13661.0,0.6693,Medium
50.8,9.97,8.61,4632.0,0.5297,Low
41.1,6.24,5.67,1773.0,0.3702,Low
63.2,9.13,13.21,10089.0,0.674,Medium
43.8,3.05,8.39,741.0,0.3401,Low
31.4,4.2,4.32,515.0,0.2298,Low
60.2,7.96,12.09,2979.0,0.5697,Medium
61.3,12.49,13.02,4965.0,0.6537,Medium
41.5,4.17,4.08,872.0,0.3087,Low
59.4,10.08,12.46,11235.0,0.6675,Medium
24.7,1.57,4.62,276.0,0.1201,Low
78.0,13.3,13.04,24163.0,0.8298,Very High
44.6,10.27,3.57,848.0,0.3711,Low
54.5,6.96,6.39,2385.0,0.4746,Low
54.9,9.85,6.31,4457.0,0.5542,Medium
76.0,13.36,13.98,29774.0,0.8499,Very High
71.1,13.35,12.96,13260.0,0.7675,High
27.3,0.0,4.33,108.0,0.0748,Low
34.8,5.94,2.84,308.0,0.2169,Low
69.9,9.61,8.19,5323.0,0.624,Medium
39.5,4.95,6.72,713.0,0.3109,Low
85.0,14.84,15.84,20848.0,0.9055,Very High
66.0,11.98,12.71,25380.0,0.7762,High
31.3,0.52,1.63,189.0,0.0848,Low
57.3,6.08,13.58,4598.0,0.5832,Medium
32.7,5.39,0.65,559.0,0.2159,Low
67.4,9.69,9.03,11236.0,0.6626,Medium
48.1,5.54,8.6,2481.0,0.443,Low
54.1,6.17,7.26,2585.0,0.4691,Low
54.9,10.64,12.92,6562.0,0.624,Medium
65.4,11.64,14.58,32134.0,0.7803,High
85.0,15.0,17.19,52683.0,0.9738,Very High
76.1,12.41,16.9,20513.0,0.8414,Very High
72.6,10.69,12.08,16391.0,0.7771,High
66.9,12.57,14.06,13429.0,0.7665,High
55.5,9.47,8.72,2142.0,0.5254,Low
68.7,10.98,16.24,15063.0,0.7697,High
77.6,12.88,14.36,28654.0,0.8642,Very High
73.7,11.44,13.87,23792.0,0.8087,Very High
63.8,8.88,9.21,2215.0,0.5598,Medium
65.2,12.09,11.71,5701.0,0.6711,Medium
68.9,10.66,12.92,8826.0,0.7167,High
46.5,5.39,7.54,1106.0,0.4032,Low
39.8,4.68,9.09,1227.0,0.3622,Low
34.9,2.44,4.11,408.0,0.2091,Low
71.6,8.53,14.06,12301.0,0.7315,High
73.3,12.77,18.0,27011.0,0.8629,Very High
48.4,7.02,8.17,1994.0,0.4446,Low
42.4,6.05,2.87,1191.0,0.3235,Low
55.9,6.93,7.23,3446.0,0.5112,Low
52.8,6.52,7.28,2760.0,0.4855,Low
40.8,4.18,6.22,633.0,0.3258,Low
53.8,8.71,9.98,3904.0,0.5513,Medium
46.7,7.58,10.15,2684.0,0.4792,Low
78.4,12.74,15.8,45332.0,0.904,Very High
52.2,8.59,10.7,3104.0,0.5222,Low
73.0,15.0,14.22,41795.0,0.8797,Very High
39.8,6.4,7.55,990.0,0.3653,Low
81.6,14.15,18.0,30507.0,0.9369,Very High
36.0,0.37,0.98,293.0,0.1332,Low
50.0,9.21,8.59,2885.0,0.498,Low
56.9,8.65,11.55,4221.0,0.5755,Medium
44.6,5.18,6.25,719.0,0.3372,Low
67.4,7.81,14.25,2407.0,0.6013,Medium
45.5,9.08,8.45,2242.0,0.4681,Low
37.9,0.0,5.06,874.0,0.2398,Low
59.2,10.47,11.36,4758.0,0.6216,Medium
40.0,3.27,4.54,236.0,0.2124,Low
51.3,5.44,10.03,2506.0,0.4862,Low
44.1,9.23,6.77,882.0,0.3981,Low
76.9,14.37,18.0,50493.0,0.9245,Very High
59.2,4.74,8.59,6002.0,0.4992,Low
72.0,11.6,14.55,23404.0,0.8014,Very High
49.8,7.4,5.84,2486.0,0.4504,Low
35.7,6.07,5.52,549.0,0.2809,Low
66.5,10.12,15.1,8724.0,0.7134,High
76.6,8.99,13.87,43452.0,0.8126,Very High
55.0,9.31,8.27,3222.0,0.5256,Low
39.7,6.19,5.66,780.0,0.3142,Low
63.0,6.72,14.01,11268.0,0.666,Medium
56.6,10.08,14.03,6481.0,0.6472,Medium
62.3,10.22,10.59,6164.0,0.6233,Medium
70.3,11.31,8.59,20915.0,0.7267,High
77.5,11.05,16.83,25749.0,0.8608,Very High
53.5,6.82,9.36,4140.0,0.5188,Low
34.1,3.17,4.48,373.0,0.2218,Low
49.6,7.59,10.2,2743.0,0.5069,Low
49.2,6.32,5.52,645.0,0.3622,Low
65.9,8.82,13.32,19133.0,0.7145,High
36.2,4.7,4.54,647.0,0.284,Low
65.3,11.15,13.38,13955.0,0.7258,High
60.7,10.23,13.55,8181.0,0.6657,Medium
42.2,4.07,8.55,719.0,0.3415,Low
80.9,15.0,17.66,75000.0,0.9727,Very High
72.5,13.9,14.0,16291.0,0.8068,Very High
61.4,8.89,12.92,5470.0,0.6281,Medium
64.1,10.14,10.57,4805.0,0.6284,Medium
45.0,8.11,10.9,1994.0,0.4653,Low
60.7,11.15,11.45,4219.0,0.6051,Medium
25.1,1.59,2.96,317.0,0.122,Low
64.7,9.38,11.39,13622.0,0.6673,Medium
44.7,5.65,7.42,691.0,0.3481,Low
81.3,11.37,15.16,23791.0,0.8577,Very High
55.0,3.0,6.93,778.0,0.3624,Low
51.1,6.35,6.09,2373.0,0.4505,Low
63.2,11.39,12.13,8304.0,0.6859,Medium
59.7,11.0,9.38,9716.0,0.6204,Medium
65.4,7.69,11.26,8075.0,0.6534,Medium
44.6,4.07,4.63,1047.0,0.3309,Low
50.5,8.22,4.82,2157.0,0.4402,Low
56.6,7.61,9.55,4145.0,0.5431,Low
59.0,7.12,7.24,2464.0,0.4823,Low
74.9,12.31,12.3,34977.0,0.8272,Very High
45.6,3.56,8.23,1421.0,0.3863,Low
51.4,6.51,6.15,2033.0,0.4333,Low
32.5,2.04,3.34,320.0,0.1665,Low
52.0,7.02,6.93,1064.0,0.4231,Low
25.4,0.0,1.28,242.0,0.0854,Low
51.5,5.84,5.48,1351.0,0.4153,Low
81.3,11.28,16.44,44292.0,0.9055,Very High
68.7,10.89,15.08,27172.0,0.8116,Very High
77.6,13.62,11.82,24393.0,0.8411,Very High
54.9,7.19,10.83,2318.0,0.528,Low
61.1,11.19,8.29,1492.0,0.5387,Low
82.6,12.89,16.29,53453.0,0.9272,Very High
51.3,8.67,6.54,1925.0,0.4773,Low
61.0,10.34,10.15,5865.0,0.614,Medium
33.5,5.54,4.37,2562.0,0.319,Low
72.0,9.0,12.21,8339.0,0.693,Medium
54.3,6.81,8.0,2184.0,0.4832,Low
73.7,10.34,11.3,16231.0,0.7504,High
